User ID,Predicted Age,Predicted Zodiac Sign,Predicted MBTI,10-day Cat1 Actions,10-day Cat2 Actions,10-day Cat3 Actions,30-day Cat1 Actions,30-day Cat2 Actions,30-day Cat3 Actions,90-day Cat1 Actions,90-day Cat2 Actions,90-day Cat3 Actions,Is 88VIP,Last 7-day Cat1 Purchase Amount,Last 7-day Cat1 Purchase Count,Last Year 7-day Cat1 Purchase Amount,Last Year 7-day Cat1 Purchase Count,Last Month 7-day Cat1 Purchase Amount,Last Month 7-day Cat1 Purchase Count,Last 7-day Cat2 Purchase Amount,Last 7-day Cat2 Purchase Count,Last Year 7-day Cat2 Purchase Amount,Last Year 7-day Cat2 Purchase Count,Last Month 7-day Cat2 Purchase Amount,Last Month 7-day Cat2 Purchase Count,Last 7-day Cat3 Purchase Amount,Last 7-day Cat3 Purchase Count,Last Year 7-day Cat3 Purchase Amount,Last Year 7-day Cat3 Purchase Count,Last Month 7-day Cat3 Purchase Amount,Last Month 7-day Cat3 Purchase Count
641024178541,31,Leo,ESTP,13,16,3,20,21,45,75,52,146,True,1136.3112071807557,37,12520.196657610806,2,7546.872253838382,79,32862.312058881835,4,75829.59922236988,75,60206.29881783734,5,142398.72732573867,44,325142.97609208256,62,163170.81114853398,90
628789777559,79,Leo,ENTP,27,30,7,38,44,55,75,3,61,False,16554.224943078425,61,86172.61015084811,23,12988.664444883298,41,55679.7413644687,9,29098.162281618504,62,33543.52119468382,64,53654.17980280024,2,69587.23173288984,2,382483.2660107009,9
761329134040,43,Gemini,ENFJ,6,17,18,25,13,3,41,109,59,False,9196.537950398444,79,19190.796104606263,4,39532.66143864014,97,109574.25031052591,24,18636.021058830807,20,65566.49669025233,2,200766.6495308257,87,64188.012732402996,15,89925.29434879881,30
845136828318,39,Scorpio,ISFP,1,2,25,48,50,13,69,88,3,True,19377.495113325807,94,55538.27707169763,12,3422.0197872137546,71,70086.10217062412,63,74256.79716005333,20,141290.36130540966,60,4612.046866840306,55,66818.59332717977,9,14593.39580449357,43
609553104157,24,Libra,ISFJ,6,30,20,48,21,39,57,63,6,True,70124.53009518948,34,4428.12832720955,42,39813.06565698017,29,32593.32072549385,52,275.87915477753654,18,183376.63541438623,22,120794.66418042955,15,260929.104923183,23,205374.26317324408,28
047659404843,24,Aquarius,ESTP,13,21,7,29,10,33,3,100,115,False,17731.726585832526,54,58547.14167200365,21,39186.7339544321,74,3504.975104312902,89,22820.975579079477,62,7056.270052312086,22,159266.50274530228,15,223854.09992341866,80,154537.90483539322,44
231632338019,20,Aries,,13,22,24,14,24,50,136,35,110,True,5633.246389197908,73,83609.17657074596,33,13042.917027665375,35,29035.882016275897,52,8333.252358263988,77,3079.9371551949976,42,71776.80005493983,58,74670.17583811682,0,106813.3115154612,38
290275544662,60,Sagittarius,ENTJ,13,15,16,28,27,53,48,118,13,True,47959.78284508036,43,92524.89260547409,86,59313.690713473545,65,262530.0039175555,46,3458.6729162453566,26,37929.61482699426,8,31314.378703983697,77,242392.7553653918,90,39178.18405872175,8
205811601950,39,Capricorn,ESTP,20,25,21,30,33,16,59,25,15,True,14769.542626537186,5,10720.615912862144,43,15449.766434370407,91,17723.26986830502,37,17985.63628191889,88,46886.67803387375,53,2420.6129883315753,39,350364.70474755095,47,450891.0246695087,8
539584638675,42,Capricorn,INFJ,4,22,24,15,26,11,113,103,86,False,42200.5143686601,18,38073.43215394807,13,52523.06914753146,42,51327.446020531286,32,22372.058102279763,86,145477.90066994578,95,18414.80396362272,8,7100.35538097983,20,139428.5988418168,55
628480901690,18,Pisces,ISTJ,5,24,4,54,36,29,36,21,83,False,4573.273587255916,11,1934.6189758350163,15,72402.23922943888,32,10671.750434611105,48,6692.9663202228685,2,15280.788312356075,34,71073.99150298286,6,165451.88509234384,7,134597.34524490812,72
530634542237,84,Capricorn,INTJ,13,28,13,59,17,25,79,143,136,True,12336.495574915034,26,10246.223573573427,38,8118.012531463901,74,42107.67796700006,48,79022.67686948931,75,26958.17639577371,77,61346.12398300674,54,460222.72632264975,36,10356.78144700713,46
313120175255,53,Pisces,ENTJ,9,7,10,21,21,17,77,131,87,True,685.923777831796,32,12027.734012145478,41,32573.25366879444,77,70270.67222385254,61,160022.7658396088,64,44035.43352066414,16,402743.0520660126,68,424457.2374249749,62,108844.78153635954,40
494142223074,26,Leo,ENFJ,17,1,2,12,45,37,74,121,25,True,8053.365226257308,89,37021.85680107268,15,76850.02689973707,81,91338.18478734724,59,164751.14613173075,41,45338.16201475954,5,22065.76270593888,57,571479.4440592008,82,343877.48163563525,58
563676210225,25,Libra,ENFJ,3,2,19,55,2,6,59,10,65,False,31239.849337680273,36,11638.633096851963,5,28081.75728970222,21,60593.617408248734,84,92821.19165958311,97,793.1630867861159,43,10131.495993342125,38,100228.5022954856,50,8483.992128851727,62
